RegNumber,RegTitle,SectionNumber,SectionDetail,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 33,"ผู้ใดจะทําการเป็นผู้ชํานาญการด้านความปลอดภัย อาชีวอนามัยและสภาพแวดล้อม ในการทํางานจะต้องได้รับใบอนุญาตจากอธิบดีตามพระราชบัญญัตินี้ การขอใบอนุญาต การออกใบอนุญาต คุณสมบัติของผู้ชํานาญการ การควบคุมการปฏิบัติงานของผู้ได้รับใบอนุญาต การต่ออายุใบอนุญาต การออกใบแทนใบอนุญาต การสั่งพักใช้ และการเพิกถอนใบอนุญาตตามวรรคหนึ่ง ให้เป็นไปตามหลักเกณฑ์ วิธีการและเงื่อนไขที่กําหนดในกฎกระทรวงให้นําบทบัญญัติในมาตรา ๑๒ มาใช้บังคับกับการอนุญาตเป็นผู้ชํานาญการด้านความปลอดภัยอาชีวอนามัย และสภาพแวดล้อมในการทางาน ํ โดยอนุโลม",
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 34,"ในกรณีที่สถานประกอบกิจการใดเกิดอุบัติภัยร้ายแรง หรือลูกจ้างประสบอันตรายจากการทํางาน ให้นายจ้างดําเนินการดังต่อไปนี้(๑) กรณีที่ลูกจ้างเสียชีวิต ให้นายจ้างแจ้งต่อพนักงานตรวจความปลอดภัยในทันทีที่ทราบโดยโทรศัพท์ โทรสาร หรือวิธีอื่นใดที่มีรายละเอียดพอสมควร และให้แจ้งรายละเอียดและสาเหตุเป็นหนังสือภายในเจ็ดวันนับแต่วันที่ลูกจ้างเสียชีวิต(๒) กรณีที่สถานประกอบกิจการได้รับความเสียหายหรือต้องหยุดการผลิต หรือมีบุคคลในสถานประกอบกิจการประสบอันตรายหรือได้รับความเสียหาย อันเนื่องมาจากเพลิงไหม้ การระเบิดสารเคมีรั่วไหล หรืออุบตัิภัยร้ายแรงอื่น ให้นายจ้างแจ้งต่อพนักงานตรวจความปลอดภัยในทันทีที่ทราบโดยโทรศัพท์ โทรสาร หรือวิธีอื่นใด และให้แจ้งเป็นหนังสือโดยระบุสาเหตุอันตรายที่เกิดขึ้นความเสียหาย การแก้ไขและวิธีการป้องกันการเกิดซ้ําอีกภายในเจ็ดวันนับแต่วันเกิดเหตุ (๓) กรณีที่มีลูกจ้างประสบอันตราย หรือเจ็บป่วยตามกฎหมายว่าด้วยเงินทดแทน เมื่อนายจ้างแจ้งการประสบอันตรายหรือเจ็บป่วยต่อสํานักงานประกันสังคมตามกฎหมายดังกล่าวแล้ว ให้นายจ้างส่งสําเนาหนังสือแจ้งนั้นต่อพนักงานตรวจความปลอดภัยภายในเจ็ดวันด้วยการแจ้งเป็นหนังสือตามวรรคหนึ่ง ให้เป็นไปตามแบบที่อธิบดีประกาศกําหนดและเมื่อพนักงานตรวจความปลอดภัยได้รับแจ้งแล้ว ใหด้ ําเนินการตรวจสอบและหามาตรการป้องกันอันตรายโดยเร็ว",
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 35,"ในการปฏิบัติหน้าที่ตามพระราชบัญญัตินี้ ให้พนักงานตรวจความปลอดภัย มีอํานาจดังต่อไปนี้(๑) เข้าไปในสถานประกอบกิจการหรือสํานักงานของนายจ้างในเวลาทําการหรือเมื่อเกิดอุบัติภัย (๒) ตรวจสอบหรือบันทึกภาพและเสียงเกี่ยวกับสภาพแวดล้อมในการทํางานที่เกี่ยวกับความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน(๓) ใช้เครื่องมือในการตรวจวัดหรือตรวจสอบเครื่องจักร หรืออุปกรณ์ในสถานประกอบกิจการ(๔) เก็บตัวอย่างของวัสดุหรือผลิตภัณฑ์ใด ๆ มาเพื่อการวิเคราะห์เกี่ยวกับความปลอดภัย(๕) สอบถามข้อเท็จจริง หรือสอบสวนเรื่องใด ๆ ภายในขอบเขตอํานาจและเรียกบุคคลที่เกี่ยวข้องมาชี้แจง รวมทั้งตรวจสอบหรือให้ส่งเอกสารหลักฐานที่เกี่ยวข้องและเสนอแนะมาตรการป้องกันอันตรายต่ออธิบดีโดยเร็ว,หมวด ๕ พนักงานตรวจความปลอดภัย"
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 36,ในกรณีที่พนักงานตรวจความปลอดภัยพบว่า นายจ้าง ลูกจ้างหรือผู้ที่เกี่ยวข้อง ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามพระราชบัญญัตินี้ หรือกฎกระทรวงซึ่งออกตามพระราชบัญญัตินี้ หรือพบว่าสภาพแวดล้อมในการทํางาน อาคาร สถานที่ เครื่องจักรหรืออุปกรณ์ที่ลูกจ้างใช้จะก่อให้เกิดความไม่ปลอดภัยแก่ลูกจ้าง ให้พนักงานตรวจความปลอดภัยมีอํานาจสั่งให้ผู้นั้นหยุดการกระทําที่ฝ่าฝืน แก้ไขปรับปรุง หรือปฏิบัติให้ถูกต้องหรือเหมาะสมภายในระยะเวลาสามสิบวัน ถ้ามีเหตุจําเป็นไม่อาจดําเนินการให้แล้วเสร็จภายในกําหนดเวลาดังกล่าวได้ พนักงานตรวจความปลอดภัยอาจขยายระยะเวลาออกไปได้ไม่เกินสองครั้ง ครั้งละสามสิบวันนับแต่วันที่ครบกําหนดเวลาดังกล่าวในกรณีจําเป็นเมื่อได้รับอนุมัติจากอธิบดีหรือผู้ซึ่งอธิบดีมอบหมาย ให้พนักงานตรวจความปลอดภัยมีอํานาจสั่งให้หยุดการใช้เครื่องจักร อุปกรณ์ อาคารสถานที่ หรือผูกมัดประทับตราสิ่งที่อาจจะก่อให้เกิดอันตรายอย่างร้ายแรงต่อลูกจ้างดังกล่าวทั้งหมดหรือบางส่วนเป็นการชั่วคราว ในระหว่างการปฏิบัติตามคําสั่งของพนักงานตรวจความปลอดภัยได้ เมื่อนายจ้างได้ปรับปรุงแก้ไขให้ถูกต้องตามคําสั่งของพนักงานตรวจความปลอดภัยตามวรรคหนึ่งแล้ว ให้นายจ้างแจ้งอธิบดีหรือผู้ซึ่งอธิบดีมอบหมายเพื่อพิจารณาเพิกถอนคําสั่งดังกล่าวได้,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 37,"ในกรณีที่นายจ้างไม่ปฏิบัติตามคําสั่งของพนักงานตรวจความปลอดภัย ตามมาตรา ๓๖ ถ้ามีเหตุอันอาจก่อให้เกิดอันตรายอย่างร้ายแรงที่กรมสวัสดิการและคุ้มครองแรงงานสมควรเข้าไปดําเนินการแทน ให้อธิบดีหรือผู้ซึ่งอธิบดีมอบหมายมีอํานาจสั่งให้พนักงานตรวจความปลอดภัยหรือมอบหมายให้บุคคลใดเข้าจัดการแก้ไขเพื่อให้เป็นไปตามคําสั่งนั้นได้ ในกรณีเช่นนี้นายจ้างต้องเป็นผู้เสียค่าใช้จ่ายสําหรับการเข้าจัดการแก้ไขนั้นตามจํานวนที่จ่ายจริง ก่อนที่อธิบดีหรือผู้ซึ่งอธิบดีมอบหมายจะดําเนินการตามวรรคหนึ่ง จะต้องมีคําเตือนเป็นหนังสือให้นายจ้างปฏิบัติตามคําสั่งของพนักงานตรวจความปลอดภัยภายในระยะเวลาที่กําหนด คําเตือนดังกล่าวจะกําหนดไปพร้อมกับคําสั่งของพนักงานตรวจความปลอดภัยก็ได้ในการดําเนินการตามวรรคหนึ่ง ให้กรมสวัสดิการและคุ้มครองแรงงานขอรับเงินช่วยเหลือจากกองทุนเพื่อเป็นเงินทดรองจ่ายในการดําเนินการได้ และเมื่อได้รับเงินจากนายจ้างแล้วให้ชดใช้เงินช่วยเหลือที่ได้รับมาคืนแก่กองทุน",
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 38,ให้อธิบดีมีอํานาจออกคําสั่งเป็นหนังสือให้ยึด อายัด และขายทอดตลาด ทรัพย์สินนของนายจ้างซึ่งไม่จ่ายค่าใช้จ่ายในการดําเนินการตามมาตรา ๓๗ ทั้งนี้ เพียงเท่าที่จําเป็นเพื่อเป็นค่าใช้จ่ายสําหรับการเข้าจัดการแก้ไขตามจํานวนที่จ่ายจริงการมีคําสั่งให้ยึดหรืออายัดทรัพย์สินตามวรรคหนึ่งจะกระทําได้ต่อเมื่อได้แจ้งเป็นหนังสือให้นายจ้างนําเงินค่าใช้จ่ายมาจ่ายภายในระยะเวลาที่กําหนด แต่ต้องไม่น้อยกว่าสามสิบวันนับแต่วันท่ีนายจ้างได้รับหนังสือนั้นและนายจ้างไม่จ่ายภายในระยะเวลาที่กําหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการยึด อายัด และขายทอดตลาดทรัพย์สินตามวรรคหนึ่งให้เป็นไปตามระเบียบที่รัฐมนตรีกําหนด ทั้งนี้ ให้นําหลักเกณฑ์ วิธีการ และเงื่อนไขตามประมวลกฎหมายวิธีพิจารณาความแพ่งมาใช้บังคับโดยอนุโลมเงินที่ได้จากการขายทอดตลาดทรัพย์สินให้หักไว้เป็นค่าใช้จ่ายในการยึด อายัด และขายทอดตลาดและชําระค่าใช้จ่ายที่นายจ้างต้องเป็นผู้จ่ายตามมาตรา ๓๗ ถ้ามีเงินเหลือให้คืนแก่นายจ้างโดยเร็วโดยให้พนักงานตรวจความปลอดภัยมีหนังสือแจ้งให้ทราบเพื่อขอรับเงินที่เหลือคืนโดยส่งทางไปรษณีย์ลงทะเบียนตอบรับ ถ้านายจ้างไม่มาขอรับคืนภายในห้าปีนับแต่วันได้รับแจ้ง ให้เงินดังกล่าวตกเป็นของกองทุน,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 39,ระหว่างหยุดการทํางานหรือหยุดกระบวนการผลิตตามมาตรา ๓๖ ให้นายจ้าง จ่ายเงินให้แก่ลูกจ้างที่เกี่ยวข้องกับการหยุดการทํางานหรือการหยุดกระบวนการผลิตนั้นเท่ากับค่าจ้างหรือสิทธิประโยชน์อื่นใดที่ลูกจ้างต้องได้รับ เว้นแต่ลูกจ้างรายนั้นจงใจกระทําการอันเป็นเหตุให้มีการหยุดการทํางานหรือหยุดกระบวนการผลิต,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 40,"ในกรณีที่พนักงานตรวจความปลอดภัยมีคําสั่งตามมาตรา ๓๖ วรรคหนึ่ง หากนายจ้าง ลูกจ้าง หรือผู้ที่เกี่ยวข้องไม่เห็นด้วย ให้มีสิทธิอุทธรณ์เป็นหนังสือต่ออธิบดีได้ภายในสามสิบวันนับแต่วันที่ทราบคําสั่ง ให้อธิบดีวินิจฉัยอุทธรณ์ภายในสามสิบวันนับแต่วันที่รับอุทธรณ์ คําวินิจฉัยของอธิบดีให้เป็นที่สุด ในกรณีที่พนักงานตรวจความปลอดภัยมีคําสั่งตามมาตรา ๓๖ วรรคสอง หากนายจ้าง ลูกจ้างหรือผู้ที่เกี่ยวข้องไม่เห็นด้วย ให้มีสิทธิอุทธรณ์เป็นหนังสือต่อคณะกรรมการได้ภายในสามสิบวันนับแต่วันที่ทราบคําสั่ง ให้คณะกรรมการวินิจฉัยอุทธรณ์ภายในสามสิบวันนับแต่วันที่รับอุทธรณ์ คําวินิจฉัยของคณะกรรมการให้เป็นที่สุดการอุทธรณ์ ย่อมไม่เป็นการทุเลาการปฏิบัติตามคําสั่งของพนักงานตรวจความปลอดภัย เว้นแต่อธิบดีหรือคณะกรรมการ แล้วแต่กรณี จะมีคําสั่งเป็นอย่างอื่น",
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 41,ในการปฏิบัติตามหน้าที่ พนักงานตรวจความปลอดภัยต้องแสดงบัตรประจําตัว เมื่อผู้ที่เกี่ยวข้องร้องขอบัตรประจําตัวพนักงานตรวจความปลอดภัย ให้เป็นไปตามแบบที่รัฐมนตรีประกาศกําหนด,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 42,ห้ามนายจ้างเลิกจ้างลูกจ้าง หรือโยกย้ายหน้าที่การงานของลูกจ้างเพราะเหตุที่ ลูกจ้างดําเนินการฟ้องร้องหรือเป็นพยานหรือให้หลักฐานหรือให้ข้อมูลเกี่ยวกับความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทํางานต่อพนักงานตรวจความปลอดภัย หรือคณะกรรมการ ตามพระราชบัญญัตินี้หรือต่อศาล,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 43,ในกรณีที่นายจ้าง ลูกจ้าง หรือผู้ที่เกี่ยวข้องได้ปฏิบัติตามคําสั่งของพนักงานตรวจความปลอดภัยตามมาตรา ๓๖ ภายในระยะเวลาที่กําหนด      การดําเนินคดีอาญาต่อนายจ้างลูกจ้าง หรือผู้ที่เกี่ยวข้องให้เป็นอันระงับไป,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 44,"ให้จัดตั้งกองทุนขึ้นกองทุนหนึ่งในกรมสวัสดิการและคุ้มครองแรงงานเรียกว่า      “กองทุนความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน” เพื่อเป็นทุนใช้จ่ายในการดําเนินการด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานตามพระราชบัญญัตินี้,หมวด ๖ กองทุนความปลอดภัย อาชีวอนามัย และสภาพแวดลอมในการทำงาน"
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 45,กองทุนประกอบด้วย (๑) เงินทุนประเดิมที่รัฐบาลจัดสรรให้(๒) เงินรายปีที่ได้รับการจัดสรรจากกองทุนเงินทดแทนตามกฎหมายว่าด้วยเงินทดแทน(๓) เงินค่าปรับที่ได้จากการลงโทษผู้กระทําผิดตามพระราชบัญญัตินี้(๔) เงินอุดหนุนจากรัฐบาล(๕) เงินหรือทรัพย์สินที่มีผู้บริจาคให้(๖) ผลประโยชน์ที่ได้จากเงินของกองทุน(๗) ค่าธรรมเนียมใบอนุญาตและใบสําคัญการขึ้นทะเบียนตามมาตรา ๙ มาตรา ๑๑ มาตรา ๑๓และมาตรา ๓๓(๘) ดอกผลที่เกิดจากเงินหรือทรัพย์สินของกองทุน(๙) รายได้อื่น ๆ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 46,เงินกองทุนให้ใช้จ่ายเพื่อกิจการดังต่อไปนี้ (๑) การรณรงค์ส่งเสริมความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานและการพัฒนา แก้ไขและบริหารงานความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานทั้งนี้ โดยความเห็นชอบของคณะกรรมการบริหารกองทุนความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน(๒) ช่วยเหลือและอุดหนุนหน่วยงานของรัฐ สมาคม มูลนิธิ องค์กรเอกชน หรือบุคคลที่เสนอโครงการหรือแผนงานในการดําเนินการส่งเสริม สนับสนุนการศึกษาวิจัยและการพัฒนางานด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน(๓) ค่าใช้จ่ายในการบริหารกองทุนและตามมาตรา ๓๐(๔) สนับสนุนการดําเนินงานของสถาบันส่งเสริมความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานตามความเหมาะสมเป็นรายปี(๕) ให้นายจ้างกู้ยืมเพื่อแก้ไขสภาพความไม่ปลอดภัย หรือเพื่อป้องกันการเกิดอุบัติเหตุและโรคอันเนื่องจากการทํางาน(๖) เงินทดรองจ่ายในการดําเนนการตามมาตรา ิ ๓๗การดําเนินการตาม (๑) (๒) (๓) (๔) (๕) และ (๖) ให้เป็นไปตามหลักเกณฑ์ วิธีการและเงื่อนไขที่คณะกรรมการบริหารกองทุนความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานกําหนด และให้นําเงินดอกผลของกองทุนมาเป็นค่าใช้จ่ายในการดําเนินการตาม (๑) (๒)และ (๓) ได้ไม่เกินร้อยละเจ็ดสิบห้าของดอกผลของกองทุนต่อปี,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 47,เงินและทรัพย์สินที่กองทุนได้รับตามมาตรา ๔๕ ไม่ต้องนําส่งกระทรวงการคลังเป็นรายได้แผ่นดิน,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 48,"ให้มีคณะกรรมการคณะหนึ่งเรียกว่า “คณะกรรมการบริหารกองทุนความปลอดภัยอาชีวอนามัย และสภาพแวดล้อมในการทํางาน” ประกอบด้วย อธิบดีกรมสวัสดิการและคุ้มครองแรงงานเป็นประธานกรรมการ ผ้แทนกระทรวงการคล ู ัง ผู้แทนสํานักงานประกันสังคม ผู้แทนสํานักงบประมาณและผู้ทรงคุณวุฒิอีกคนหนึ่งซึ่งรัฐมนตรีแต่งตั้ง กับผู้แทนฝ่ายนายจ้างและผู้แทนฝ่ายลูกจ้างฝ่ายละห้าคนเป็นกรรมการให้ข้าราชการกรมสวัสดิการและคุ้มครองแรงงานซึ่งรัฐมนตรีแต่งตั้งเป็นเลขานุการการได้มาซึ่งผู้แทนฝ่ายนายจ้างและผู้แทนฝ่ายลูกจ้างตามวรรคหนึ่ง ให้เป็นไปตามหลักเกณฑ์วิธีการ และเงื่อนไขที่รัฐมนตรีประกาศกําหนด โดยต้องคํานึงถึงการมีส่วนร่วมของทั้งหญิงและชาย",
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 49,ให้นําบทบัญญัติมาตรา ๒๖ มาตรา ๒๗ และมาตรา ๒๘ วรรคหนึ่ง วรรคสาม และวรรคสี่ มาใช้บังคับกับการดารงต ํ ําแหน่ง การพ้นจากตําแหน่ง การประชุมของคณะกรรมการบริหารกองทุนความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน และให้นํามาตรา ๒๙ มาใช้บังคับกับการแต่งตั้งคณะอนุกรรมการของคณะกรรมการบริหารกองทุนความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานโดยอนุโลม,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 50,ให้คณะกรรมการบริหารกองทุนความปลอดภัย อาชีวอนามัยและสภาพแวดล้อม ในการทํางานมีอํานาจหน้าที่ดังต่อไปนี้(๑) กํากบการจ ั ัดการและบริหารกองทุน(๒) พิจารณาจัดสรรเงินกองทุนเพื่อการช่วยเหลือและการอุดหนุน การให้กู้ยืม การทดรองจ่ายและการสนับสนุนเงินในการดําเนินงานด้านความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทํางาน(๓) วางระเบียบเกี่ยวกับการรับเงิน การจ่ายเงิน การเก็บรักษาเงินกองทุนและการจัดหาผลประโยชน์ของเงินกองทุน โดยความเห็นชอบของกระทรวงการคลัง(๔) วางระเบียบเกี่ยวกับหลักเกณฑ์ วธิีการ และเงื่อนไขการให้เงินช่วยเหลือและเงินอุดหนุนการขอเงินช่วยเหลือและเงินอุดหนุน การอนุมัติเงินทดรองจ่าย การขอเงินทดรองจ่าย การให้กู้ยืมเงินและการชําระเงินคืนแก่กองทุน(๕) ปฏิบัติการอื่นใดตามที่พระราชบัญญัตินี้หรือกฎหมายอื่นบัญญัติให้เป็นอํานาจหน้าที่ของคณะกรรมการบริหารกองทุนความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทํางานหรือตามที่รัฐมนตรีมอบหมาย,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 51,ภายในหนึ่งร้อยยี่สิบวันนับแต่วันสิ้นปีบัญชี ให้คณะกรรมการบริหารกองทุน ความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานเสนองบดุลและรายงานการรับจ่ายเงินกองทุนในปีที่ล่วงมาแล้วต่อสํานักงานการตรวจเงินแผ่นดินเพื่อตรวจสอบรับรองและเสนอต่อคณะกรรมการงบดุลและรายงานการรับจ่ายเงินดังกล่าว ให้คณะกรรมการเสนอต่อรัฐมนตรีและให้รัฐมนตรีเสนอต่อคณะรัฐมนตรีเพื่อทราบและจัดให้มีการประกาศในราชกิจจานุเบกษา,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 52,ให้มีสถาบันส่งเสริมความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน โดยมีวัตถุประสงค์เพื่อส่งเสริมความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน และมีอํานาจหน้าที่ดังต่อไปนี้(๑) ส่งเสริมและแก้ไขปัญหาเกี่ยวกับความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน(๒) พัฒนาและสนับสนุนการจัดทํามาตรฐานเพื่อส่งเสริมความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทํางาน(๓) ดําเนินการ ส่งเสริม สนับสนุน และร่วมดําเนินงานกับหน่วยงานด้านความปลอดภัยอาชีวอนามัย และสภาพแวดล้อมในการทํางานของภาครัฐและเอกชน(๔) จัดให้มีการศึกษาวิจัยเกี่ยวกับการส่งเสริมความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน ทั้งในด้านการพัฒนาบุคลากรและด้านวิชาการ(๕) อํานาจหน้าที่อื่นตามที่กําหนดในกฎหมายให้กระทรวงแรงงานจัดตั้งสถาบันส่งเสริมความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานโดยอยู่ภายใต้การกํากับดูแลของรัฐมนตรี ทั้งนี้ ภายในหนึ่งปีนับแต่วันที่พระราชบัญญัตินี้ใช้บังคับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 53,"นายจ้างผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามมาตรฐานที่กําหนดในกฎกระทรวงที่ออกตาม มาตรา ๘ ต้องระวางโทษจําคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสี่แสนบาท หรือทั้งจําทั้งปรับ,หมวด ๘ บทกําหนดโทษ"
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 54,ผู้ใดมีหน้าที่ในการรับรอง หรือตรวจสอบเอกสารหลักฐาน หรือรายงานตามกฎกระทรวงที่ออกตามมาตรา ๘ วรรคสอง กรอกข้อความอันเป็นเท็จในการรับรองหรือตรวจสอบเอกสารหลักฐานหรือรายงาน ต้องระวางโทษจําคุกไม่เกินหกเดือนหรือปรับไม่เกินสองแสนบาทหรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 55,ผู้ใดให้บริการตรวจวัด ตรวจสอบ ทดสอบ รับรอง ประเมินความเสี่ยง จัดฝึกอบรม หรือให้คําปรึกษาโดยไม่ได้ขึ้นทะเบียนตามมาตรา ๙ หรือไม่ได้รับอนุญาตตามมาตรา ๑๑ ต้องระวางโทษจําคุกไม่เกินหกเดือน หรือปรับไม่เกินสองแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 56,นายจ้างผู้ใดไม่ปฏิบัติตามมาตรา ๑๓ มาตรา ๑๖ หรือมาตรา ๓๒ ต้องระวางโทษ จําคุกไม่เกินหกเดือน หรือปรับไม่เกินสองแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 57,นายจ้างผู้ใดไม่ปฏิบัติตามมาตรา ๑๔ หรือมาตรา ๓๔ ต้องระวางโทษปรับไม่เกินห้าหมื่นบาท,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 58,นายจ้างผู้ใดไม่ปฏิบัติตามมาตรา ๑๕ หรือมาตรา ๑๗ ต้องระวางโทษจําคุก ไม่เกินสามเดอนื หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 59,นายจ้างผู้ใดไม่ปฏิบัติตามมาตรา ๑๘ วรรคหนึ่ง ต้องระวางโทษจําคุกไม่เกิน หนึ่งปี หรือปรับไม่เกินสี่แสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 60,ผู้ใดไม่ปฏิบัติตามมาตรา ๑๘ วรรคสอง ต้องระวางโทษจําคุกไม่เกินสามเดือน หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 61,ผู้ใดขัดขวางการดําเนินการของนายจ้างตามมาตรา ๑๙ หรือขัดขวางการปฏิบัติ หน้าที่ของพนักงานตรวจความปลอดภัย หรือบุคคลซึ่งได้รับมอบหมายตามมาตรา ๓๗ วรรคหนึ่งโดยไม่มีเหตุอันสมควร ต้องระวางโทษจําคุกไม่เกินหกเดือนหรือปรับไม่เกินสองแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 62,ผู้ใดไม่ปฏิบัติตามมาตรา ๒๒ วรรคหนึ่ง หรือมาตรา ๒๓ ต้องระวางโทษจําคุก ไม่เกินสามเดือน หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 63,ผู้ใดกระทําการเป็นผู้ชํานาญการด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานโดยไม่ได้รับใบอนุญาตตามมาตรา ๓๓ ต้องระวางโทษจําคุกไม่เกินหกเดือนหรือปรับไม่เกินสองแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 64,ผู้ใดขัดขวางหรือไม่อํานวยความสะดวกในการปฏิบัติหน้าที่ของพนักงานตรวจความปลอดภัยตามมาตรา ๓๕ หรือมาตรา ๓๖ วรรคสอง ต้องระวางโทษจําคุกไม่เกินหกเดือน หรือปรับไม่เกินสองแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 65,ผู้ใดฝ่าฝืนหรือไม่ปฏิบัติตามคําสั่งของพนักงานตรวจความปลอดภัยตามมาตรา ๓๖ วรรคหนึ่ง ต้องระวางโทษจําคุกไม่เกินหกเดือน หรือปรับไม่เกินสองแสนบาท หรือทั้งจําทั้งปรับ,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 66,ผู้ใดฝ่าฝืนหรือกระทําการอย่างหนึ่งอย่างใดเพื่อให้สิ่งที่พนักงานตรวจ ความปลอดภัยสั่งให้ระงับการใช้หรือผูกมัดประทับตราไว้กลับใช้งานได้อีกระหว่างการปฏิบัติตามคําสั่งของพนักงานตรวจความปลอดภัยตามมาตรา ๓๖ วรรคสอง ต้องระวางโทษจําคุกไม่เกินสองปีหรือปรับไม่เกนแปดแสนบาท ิ หรือทั้งจําทั้งปรับ และปรับอีกเป็นรายวันไม่เกินวันละห้าพันบาทจนกว่าจะดําเนินการตามคําสั่ง,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 67,นายจ้างผู้ใดไม่ปฏิบัติตามมาตรา ๓๙ ต้องระวางโทษปรับครั้งละไม่เกินห้าหมื่นบาท,
36,พ.ร.บ.ความปลอดภัย พ.ศ.2554,มาตรา 68,นายจ้างผู้ใดฝ่าฝืนมาตรา ๔๒ ต้องระวางโทษจําคุกไม่เกินหกเดือน หรือปรับไม่เกินสองแสนบาท หรือทั้งจําทั้งปรับ,
